470	121	11	7.87
855	147	5	10.27
146	1497	3	6.7
3620	101	7	7.93
106	805	19	15.68
101	959	23	10.13
466	101	40	12.09
1280	1504	3	22.69
954	109	12	6.96
1217	9	9	16.86
106	754	21	17.55
134	2317	3	7.52
183	104	78	7.31
6282	5344	3	50.17
2274	104	8	7.47
577	195	5	12.42
353	639	3	9.31
446	1021	3	14.6
110	2198	6	7.32
395	223	5	11.01
101	1095	19	6.99
159	3637	4	22.6
596	221	4	9.87
132	998	7	16.19
211	263	6	8.8
2748	114	6	13.49
3873	132	3	10.9
14	116	1193	28.22
2676	101	9	10.2
5763	104	4	7.79
269	120	22	12.08
4077	125	3	7.81
3545	118	4	10.36
2291	188	3	12.27
1206	183	3	8.14
202	826	3	6.85
200	188	14	30.82
2403	113	5	7.06
126	1451	5	7.44
129	2808	3	7.06
107	6524	3	8.17
252	426	5	12.79
313	335	6	17.61
116	435	16	11.17
218	462	4	7.94
215	388	4	6.96
147	572	5	7.11
277	169	7	8.33
1566	119	7	10.73
101	2381	10	11.33
1195	175	3	7.34
110	926	11	6.84
1721	4	4	14.36
277	12	77	7.45
153	2	57	69.5
1837	146	3	7.92
111	255	32	11.94
129	400	10	10.84
1053	417	4	20.21
135	222	21	31.01
111	6474	3	10.63
191	1399	3	9.33
102	5964	4	7.36
288	683	4	13.75
2009	1314	4	36.27
2525	231	3	14.41
5081	2912	4	59.5
4290	731	3	27.85
880	184	3	6.79
105	479	34	23.48
135	124	48	8.63
536	935	4	21.78
1992	8	5	7.85
492	4	5	8.15
935	12	23	7.49
1780	158	4	15.42
3332	1797	3	30.57
135	173	19	12.3
107	2752	6	6.66
1466	3398	3	29.28
6637	5341	3	50.17
985	890	9	75.7
312	169	6	7.92
391	1124	3	13.44
5723	129	3	13.5
302	760	3	9.28
1449	220	4	16.89
430	345	3	7.78
404	220	7	20.13
122	3982	3	6.85
101	3655	6	6.8
1105	129	5	7.62
1321	117	7	8.73
438	160	5	6.9
3738	112	4	8.16
241	151	10	10.4
135	1567	4	8.61
136	2700	3	8.66
108	124	221	18.79
5323	808	4	46.75
1580	4	3	8.51
57	4492	3	7.55
295	189	6	8.82
105	1302	13	10.12
112	2839	5	11.21
