12	1711	6
16520	2692	3
7246	805	0
21	5868	14
21	6659	9
136	4990	3
4598	4286	10
1088	2393	7
5609	4892	3
12	2532	11
12	8102	1
110	7967	13
466	1591	5
998	7442	6
513	9068	3
20432	1304	16
119	7834	3
106	1268	5
19509	5837	6
14	2596	7
956	2067	3
1514	1606	11
283	9818	15
21	6031	4
21	7008	3
8	5164	2
17206	786	13
212	6570	3
948	292	7
369	263	5
5584	3416	5
1386	6255	31
12470	1425	7
14	8680	7
250	1814	0
12	3913	3
21	41	6
235	2255	9
116	931	4
14029	2374	7
19816	3263	9
15116	5413	4
135	8095	3
21	909	12
16891	2134	4
6892	3472	4
140	4648	0
12	2403	9
101	3875	2
12	9925	1
3364	8370	3
12	8459	3
5138	321	4
1	5474	7
12	133	12
145	3850	6
119	8247	1
554	9508	8
138	8343	0
12	2048	3
124	8469	2
12	4046	1
107	3569	4
424	8303	17
21	750	6
21	4962	14
17828	7803	1
334	7318	1
4056	9055	2
12	971	10
624	456	7
14	9803	11
21	9284	7
21	8039	5
105	6898	4
12568	3550	1
3516	7141	3
21	3407	7
260	6428	10
21	6925	13
1360	6768	8
415	4670	9
115	7758	1
1674	3201	2
1617	5826	0
21	6190	5
551	2627	4
883	7614	5
21	295	2
14	4039	9
172	1273	6
105	4436	3
12	3079	5
601	8878	0
10617	9416	0
238	6530	5
706	1055	8
1856	2887	10
834	8787	4
156	4023	2
101	5477	23
223	9801	13
13205	5660	6
20048	8053	4
15058	8921	23
226	7053	0
101	5032	4
15146	4747	1
1569	7695	4
113	8260	7
300	5535	2
4959	4589	3
5742	4047	10
125	9275	9
6173	272	5
401	906	1
386	9414	7
178	8122	25
6806	124	4
17384	8583	2
20037	999	5
111	8377	2
431	4116	3
757	1086	15
129	8485	1
11946	9887	4
3028	5716	0
502	3281	0
2379	9442	0
270	619	8
105	2968	1
20572	9632	7
110	9684	6
13056	5233	3
6013	5059	12
1203	8868	3
21	6309	6
370	5952	6
21	9094	4
130	9700	12
17435	2156	2
12	3789	16
102	3077	3
405	5816	3
1139	8668	8
248	1756	9
123	2007	4
20792	4042	8
490	6643	4
21	6913	12
5560	9985	4
12	2882	4
12	99	1
12	1386	3
663	2204	3
118	8077	0
21	1189	3
14	2629	8
12719	5391	7
21	4839	9
1028	1458	2
5066	4768	2
158	4176	2
433	3064	4
157	8605	5
2679	7557	8
671	8112	3
2	5463	24
21	6178	4
21	4867	1
120	6325	0
3192	1304	2
338	924	2
6224	9784	6
566	4355	0
13334	2036	8
21	2253	6
479	5996	8
1949	5168	3
2075	2257	4
16154	8802	5
9856	7425	0
12	5217	9
21	7467	6
14	6378	8
21	6885	4
2355	7701	0
12	1609	11
