270	3306	3	24.45
211	190	9	19.48
4633	104	4	14.56
183	104	126	398.67
323	110	9	7.75
671	308	3	11.28
2566	243	3	18.81
707	333	11	76.94
104	2571	5	10.53
1670	626	3	22.75
1298	128	3	7.27
308	128	9	14.91
242	482	5	17.88
5093	817	3	32.09
4771	104	3	10.92
494	290	3	8.93
1791	270	6	44.69
1053	247	3	12.2
242	439	6	22.27
9	316	7	6.79
327	415	3	8.62
16	3262	3	10.01
291	381	3	7.29
864	117	5	8.81
317	187	5	10.98
244	1840	3	16.14
554	4444	3	29.7
1857	221	5	32.64
110	258	12	6.96
101	5024	4	8.15
145	611	4	8.5
1404	233	5	30.09
246	282	11	43.32
330	341	3	8.24
660	57	5	7.12
792	156	4	11.63
1925	12	10	8.62
1242	166	5	22.48
129	786	8	26.87
129	702	7	19.77
13	1017	3	9.23
103	2138	8	19.85
101	3748	4	8.15
795	125	4	7.61
101	3696	5	10.18
156	154	9	8.13
221	639	4	13.76
141	3569	3	16.44
104	5327	3	10.92
188	619	3	6.84
254	213	5	8.7
271	1801	3	17.05
704	16	6	9.21
214	104	33	13.08
1231	1229	16	237.98
451	268	3	8.01
391	373	4	14.06
594	13	32	272.78
165	137	11	10.14
1207	151	3	8.51
230	1909	3	15.88
594	16	11	27.19
1400	1180	14	196.13
143	433	13	46.7
169	3966	3	20.59
140	1344	3	8.61
208	199	6	8.78
104	5583	3	10.92
264	177	5	7.04
861	151	3	6.77
694	133	4	8.04
431	195	9	35.2
3573	931	4	45.14
155	1610	3	10.85
5311	514	3	33.52
1395	730	3	22.35
119	3300	3	12.93
659	204	3	9.25
4142	104	3	6.77
508	120	7	13.09
235	3377	3	21.21
210	12	84	8.43
103	4518	4	12.83
204	447	3	6.98
16	2166	3	7.95
317	1363	3	16.73
197	105	22	7.64
148	756	4	10.25
128	117	27	12.71
161	1	14	13.06
805	103	12	9.74
2069	115	3	7.61
158	1148	4	14.04
699	627	3	16.67
185	659	3	7.42
2687	794	3	26.78
114	184	21	21.48
395	57	9	13.44
195	877	4	14.7
747	152	3	6.76
6272	740	3	35.83
587	422	8	52.16
722	274	3	11.07
561	233	3	8.39
105	282	15	7.19
614	120	6	11.69
101	4767	4	8.15
246	483	5	17.39
111	3759	3	10.66
686	156	5	15.66
101	4691	4	8.15
262	814	3	10.97
439	879	3	15.4
138	1811	3	11.39
1353	809	7	71.04
235	809	18	153.24
3347	5814	3	47.94
146	172	9	8.17
527	118	8	14.33
135	174	20	39.58
634	812	3	16.99
1160	991	3	21.96
1357	1481	3	26.1
278	254	5	11.81
500	250	3	7.82
110	979	5	7.46
226	197	5	7.14
318	121	7	6.98
7070	7027	3	54.67
282	140	6	7.52
3684	104	4	9.91
311	480	4	14.66
530	126	7	15.15
5410	163	3	25.18
215	642	3	8.08
109	243	17	17.74
185	6467	3	25.81
489	385	3	12.95
195	430	9	35.63
3028	57	3	12.68
1919	57	4	12.7
2	821	6	9.87
379	330	3	8.55
104	2824	4	7.63
130	239	10	12.72
271	343	4	10.51
1117	289	3	13.72
8	1960	3	10.07
1317	132	3	7.69
589	1189	3	19.39
5564	103	3	9.62
130	156	15	15.59
422	9	15	45.72
1546	1236	3	25.75
2085	125	3	9.92
749	129	5	11.46
112	106	77	13.37
58	523	10	23.01
101	1641	9	7.53
184	1413	3	11.51
393	237	5	14.48
132	718	5	11.75
463	223	3	6.69
103	111	143	8.14
1208	111	17	97.58
652	1	5	10.22
4172	1158	3	34.73
130	1512	3	7.98
103	156	50	9.77
113	969	5	8.97
103	239	30	7.31
235	1365	3	14.05
397	355	3	8.96
607	335	5	24.83
359	1027	3	14.76
572	119	8	17.5
148	102	80	8.91
315	140	6	8.77
137	243	7	7.21
1140	601	3	18.43
185	1423	3	12.03
129	450	9	22.22
1081	231	3	11.64
244	2	12	7.48
257	3383	4	33.06
5794	102	3	6.9
766	137	4	8.75
137	14	232	8.33
6984	102	3	6.9
654	108	8	10.5
9	1790	4	13.76
372	901	3	14.17
913	124	5	13.27
267	1150	10	86.55
209	319	4	7.52
101	5209	4	8.15
58	2939	3	11.25
542	114	8	13.56
673	177	3	6.99
119	1185	5	12.87
584	847	4	24.82
2687	1251	3	29.68
2887	1293	3	31.35
1218	11	3	17.57
12	2	424	39.04
270	14	82	8.95
2794	4698	3	40.61
5124	107	3	11.26
1237	210	3	12.08
102	6927	3	6.9
227	309	4	8.23
2101	655	4	34.41
5106	6564	3	50.17
811	4043	4	48.96
393	410	5	20.81
125	526	12	39.24
8	881	5	11.46
498	129	5	7.57
140	1937	8	51.88
356	12	47	8.59
589	9	6	11.18
1510	9	3	6.76
2334	3920	3	37.36
4194	681	3	31.11
57	383	7	7.36
400	453	3	10.71
5284	276	3	29.08
325	1130	5	30.12
299	3344	4	35.05
131	765	4	7.67
286	143	7	10.53
619	386	3	11.99
271	388	3	6.87
103	1179	10	12.21
106	103	233	12.63
694	1802	3	24.4
9	2502	3	10.81
103	1119	11	14.4
257	969	5	25.37
138	1554	6	30.28
374	592	3	11.77
466	263	4	12.71
21	626	4	7.21
301	515	4	16.84
113	3383	4	19.03
104	130	67	11.14
1	522	5	8.39
157	539	5	12.29
4505	112	3	13.12
104	195	65	85
912	493	3	17.06
267	270	80	894.28
1205	279	3	13.53
373	680	3	12.58
626	1293	4	30.28
1	11	5	7.34
167	313	5	8.78
794	1251	3	20.94
178	1959	3	15.49
211	728	3	9.08
422	594	8	52.16
185	4771	3	25.81
2560	126	3	11.75
4486	5374	3	50.17
307	450	3	9.36
2	857	8	18.45
5494	5632	3	54.67
195	267	53	383.56
235	2810	5	46.62
239	260	4	6.72
418	271	3	7.29
6059	230	3	27.97
834	105	8	9.86
103	6144	3	9.62
5632	103	3	9.62
974	106	8	13.24
7628	103	3	9.62
204	1896	3	15.76
200	2583	3	17.45
107	2128	4	9.22
396	117	11	20.14
2391	109	3	7
262	577	4	14.19
4636	532	3	29.35
702	129	7	19.77
21	779	7	24.61
102	3368	5	11.49
3253	131	3	13.42
6461	2315	3	44.08
12	146	158	21.23
162	132	12	9.65
129	57	21	6.89
234	169	10	22.55
4444	120	4	27.19
2012	101	8	16.3
2225	169	3	14.63
179	1743	3	13.01
557	420	4	19.84
3383	267	4	33.64
254	2532	4	28.54
682	351	3	12.16
383	1455	3	17.17
12	325	55	18.46
1	7460	3	21.7
388	370	3	8.85
361	178	4	7.16
1866	115	3	6.94
221	58	15	19.47
161	1059	4	13.55
122	431	10	22.7
268	1662	3	16.39
276	225	11	40.63
133	261	8	10.13
134	1395	5	19.38
579	4278	4	46.21
16	8	39	23.67
993	170	3	8.71
4141	102	4	9.19
6926	551	3	34.02
589	21	5	9.83
375	263	4	10.8
112	6512	3	17.51
1395	6602	3	40.12
45	8	3	13.72
165	730	3	7.86
171	16	16	8.28
107	4549	3	11.26
103	256	36	19.95
16	430	10	16.47
103	153	52	7.1
589	594	32	431.55
125	112	32	12.89
3331	204	3	21.15
13	5080	3	20.51
219	3302	4	31.47
253	319	4	9.14
1395	272	3	14.63
142	283	6	7.31
213	297	5	10.94
1283	13	3	10.34
1160	1145	17	243.07
263	537	7	32.25
213	161	7	8.5
142	118	25	19.37
375	569	3	11.52
113	2286	3	7.87
388	173	5	10.45
288	881	3	12.89
455	1763	3	19.94
1389	5494	3	40.12
108	169	29	23.51
8	2495	3	11.03
137	216	13	23.45
4048	5353	3	54.67
108	221	18	13.73
415	278	3	7.43
13	307	9	25.51
12	460	37	9.76
461	109	12	21.98
2	5339	3	17.41
6789	103	3	9.62
7460	1	3	21.7
122	219	83	471.23
138	361	9	20.7
191	990	3	9.96
443	330	3	9.7
912	323	3	15.2
284	5215	3	25.08
462	1738	3	20.37
2821	453	3	24.61
185	307	7	18.15
479	2547	3	25.22
1	120	18	7.37
2743	139	4	21.32
1746	148	3	11.21
681	6272	3	35.6
367	745	4	20.43
1460	139	6	28.54
122	1500	3	6.99
2211	15	8	90.97
3379	106	3	7.82
183	905	3	8.84
11	589	32	382.65
357	477	3	10.11
1904	16	3	7.18
140	922	3	6.93
307	195	7	19.23
422	21	5	6.88
104	4900	3	6.77
741	428	4	20.61
104	2845	6	21.85
16	1244	16	96.55
147	542	4	8.77
1831	116	4	12
224	140	11	19.32
190	714	5	17.78
7381	102	3	6.9
901	190	3	9
2720	2	4	13.99
490	133	5	8.77
102	5995	3	6.9
102	6055	3	6.9
146	5112	3	19.12
5132	102	3	6.9
114	126	27	9.39
854	165	3	7.86
219	104	87	224.13
133	5489	3	22.14
548	204	3	7.82
215	123	11	10.26
1684	1072	3	26.66
236	351	4	9.35
352	354	4	13.51
628	111	6	6.8
684	120	5	8.96
267	4243	3	24.45
8	1468	3	6.95
257	235	80	788.26
118	381	7	6.75
753	185	3	8.06
1080	2389	4	39.96
405	103	34	52.1
1231	12	16	13.8
120	12	265	31.83
896	154	3	7.22
910	194	3	9.17
132	105	39	7.83
159	207	7	8.12
102	6621	3	6.9
