2011	1
5148	2
6623	3
1723	4
3769	5
2053	6
6216	7
702	8
554	9
8714	10
321	11
8452	12
5555	13
7083	14
5489	15
4950	16
1936	17
3853	18
439	19
79	20
7773	21
4719	22
5852	23
6748	24
6341	25
2899	26
7753	27
1573	28
1375	29
1242	30
9037	31
5142	32
5518	33
1186	34
4697	35
1469	36
6084	37
2125	38
2058	39
2581	40
7441	41
4607	42
2252	43
668	44
474	45
1845	46
1221	47
1030	48
3322	49
7728	50
7192	51
459	52
5229	53
5038	54
7065	55
577	56
661	57
2419	58
4964	59
7109	60
2738	61
930	62
3583	63
2778	64
9084	65
1616	66
8004	67
280	68
9069	69
4268	70
3	71
3492	72
6120	73
1396	74
851	75
1295	76
2924	77
463	78
6036	79
8114	80
3277	81
5781	82
8464	83
403	84
575	85
2420	86
2767	87
8788	88
3220	89
45	90
4212	91
5576	92
1926	93
103	94
674	95
3507	96
3671	97
478	98
6526	99
2228	100
4026	101
7178	102
596	103
6035	104
45	105
3478	106
709	107
5680	108
6029	109
1963	110
5584	111
6848	112
5476	113
2623	114
6369	115
2052	116
167	117
3527	118
6957	119
1945	120
7329	121
1969	122
2719	123
2074	124
124	125
7390	126
7323	127
7023	128
4292	129
5962	130
2081	131
7228	132
6942	133
1735	134
2851	135
8804	136
6509	137
2413	138
5017	139
3308	140
949	141
230	142
3787	143
7723	144
5120	145
3672	146
92	147
3467	148
5172	149
2056	150
3486	151
5264	152
8170	153
3882	154
8435	155
6424	156
1838	157
8737	158
68	159
816	160
1939	161
4082	162
8645	163
2940	164
9067	165
3884	166
7936	167
1979	168
1635	169
1192	170
1829	171
7808	172
4095	173
1201	174
4472	175
1634	176
234	177
2557	178
5030	179
6169	180
609	181
138	182
9124	183
3296	184
7403	185
321	186
7263	187
8761	188
1236	189
105	190
5272	191
252	192
4427	193
5300	194
7715	195
2129	196
2097	197
4524	198
8235	199
4521	200
1560	201
92	202
3837	203
4458	204
8600	205
6637	206
2702	207
124	208
8206	209
6668	210
1639	211
1110	212
5164	213
3228	214
16	215
3384	216
6497	217
626	218
6172	219
1786	220
9134	221
5417	222
5123	223
2746	224
2938	225
6256	226
7491	227
3291	228
8812	229
148	230
698	231
6396	232
1810	233
3004	234
588	235
2852	236
8697	237
6718	238
3169	239
6865	240
8348	241
2384	242
6743	243
479	244
168	245
1081	246
2039	247
9115	248
6160	249
5740	250
5943	251
6221	252
452	253
4252	254
459	255
4961	256
5802	257
8839	258
7837	259
6999	260
1223	261
7030	262
4646	263
6948	264
685	265
889	266
4073	267
6305	268
3	269
4794	270
5354	271
7698	272
1500	273
6066	274
59	275
947	276
7643	277
7376	278
3737	279
6191	280
3928	281
5800	282
613	283
526	284
5400	285
453	286
1699	287
4497	288
9042	289
7450	290
2600	291
7540	292
4659	293
5275	294
4371	295
6617	296
3181	297
1303	298
8521	299
1137	300
1654	301
6190	302
2805	303
7649	304
7266	305
9040	306
3713	307
31	308
7245	309
8660	310
3670	311
4165	312
6878	313
250	314
7978	315
6782	316
2729	317
2329	318
7170	319
384	320
3599	321
1003	322
2225	323
4072	324
5821	325
9165	326
297	327
3412	328
3704	329
1604	330
2239	331
4690	332
7027	333
363	334
7799	335
4645	336
6019	337
7110	338
3157	339
73	340
8652	341
3615	342
5828	343
4745	344
686	345
9160	346
7221	347
2254	348
6599	349
8277	350
8828	351
8410	352
22	353
239	354
1421	355
6553	356
6351	357
8315	358
