102	2435	5	8.3
572	423	3	17.95
117	316	6	12.87
2671	233	4	36.93
1054	876	4	38.58
150	174	9	22.14
758	119	3	7.59
103	364	10	7.32
3286	291	3	28.27
207	1093	3	16.97
159	127	8	9.25
128	1128	3	10.32
3516	101	4	10.58
690	4184	3	33.95
114	405	7	19.12
104	5220	3	14.3
210	767	6	40.26
1976	118	3	13.22
7	1509	9	106.2
16	1229	3	10.43
136	1973	5	33.26
404	1414	3	23.74
153	214	4	7.1
101	815	12	18.61
12	456	20	7.73
3213	1235	4	51.17
178	727	5	27.93
2243	1919	4	53.39
1105	103	5	6.67
149	570	4	14.29
199	1030	3	15.99
12	2767	5	7.38
623	217	3	14.13
12	2871	5	7.38
101	5409	3	7.93
255	174	4	10.64
3568	2642	3	43.44
106	1239	7	25.49
103	282	12	6.75
197	132	7	12.52
1815	116	3	12.17
1554	104	4	7.67
1518	131	3	14.19
136	956	6	31.05
111	1224	5	17.53
202	108	9	7.99
2201	2489	3	38.04
298	241	3	10.5
127	835	3	9.24
262	157	5	13.16
282	142	4	8.14
187	870	3	14.41
118	297	7	16.28
171	283	3	6.94
102	535	13	8.82
58	145	3	12.51
103	4643	3	12.7
203	579	3	12.8
959	206	3	16.04
298	753	3	17.32
116	131	13	13.79
384	344	7	46.75
9	1291	4	13.04
1704	2866	5	75.42
2866	1579	4	54.5
150	2328	3	17.84
476	103	10	11.83
110	233	8	9.39
289	255	3	10.34
266	101	22	7.54
337	181	3	8.58
8	410	29	213.33
2996	12	5	7.38
157	205	4	6.69
107	187	10	6.65
462	404	3	16.69
348	993	9	88.3
8	9	260	1854.33
1643	428	7	78.18
1863	1856	3	35.55
4588	105	3	15.4
1436	108	3	7.55
116	1220	3	10
152	14	127	7.08
189	116	14	36.28
5672	101	3	7.93
1898	21	6	45.85
101	411	14	6.9
5811	101	3	7.93
297	260	3	10.59
798	326	5	36.34
1754	114	3	11.06
154	116	23	60.41
221	12	44	19.13
105	4421	3	15.4
12	3205	5	7.38
108	726	4	7.27
513	449	3	17.85
102	196	34	15.44
107	1150	7	27.4
1842	722	4	40.96
2448	102	6	15.69
115	639	6	19.66
3470	1333	3	37.95
242	887	3	17.29
131	666	6	26.05
12	2023	7	10.33
103	4231	3	8.46
158	452	3	8.3
171	382	3	9.02
3431	3568	3	45.67
105	2351	3	7.56
112	1860	3	10.64
565	195	4	19.08
5767	136	3	24.9
102	1503	8	15.28
519	671	3	20.43
9	2992	3	12.95
360	179	3	9
4433	4429	3	54.67
136	1567	3	14.48
1366	108	3	6.89
1413	128	3	11.52
172	157	5	7.61
1050	1297	4	41.86
102	5971	3	7.84
120	847	4	13.35
956	423	6	52.37
214	12	60	80.01
592	2512	3	29.45
21	2229	4	26.74
315	169	4	12.15
13	21	6	8.71
663	114	5	14.53
273	147	4	8.13
5501	101	3	7.93
158	199	6	13.81
1054	131	8	50.71
1997	111	3	10.07
901	147	3	11.6
108	858	4	8.24
133	899	3	9.97
154	383	3	7.43
185	12	77	104.85
778	1427	3	28.65
2511	12	6	8.86
527	12	21	16.84
1574	12	8	6.83
169	315	4	12.15
478	137	7	29.11
117	555	6	19.79
101	3326	4	10.58
1054	637	3	24.3
317	374	3	13.48
105	248	14	17.95
155	114	17	30.1
105	103	118	7.99
2469	104	4	11.82
529	131	3	7.46
460	116	5	13.1
5094	104	3	14.3
2510	4370	3	46.35
174	113	9	9.08
105	1579	4	10.09
12	493	21	14.24
1712	109	3	8.62
4964	101	3	7.93
121	1741	3	12.57
121	1673	3	12.57
120	188	8	12.55
101	832	9	7.34
1832	1220	3	31.2
3973	190	3	25.24
4314	101	4	10.58
612	131	5	19.07
130	1992	3	14.45
1843	269	3	21.69
264	278	3	10.31
228	235	6	25.91
12	2802	5	7.38
102	1638	6	7.95
141	275	4	7.33
114	155	17	30.1
4492	102	3	7.84
162	548	5	22.46
299	175	3	7.74
12	3111	5	7.38
102	2012	6	10.58
2	1674	3	10.82
107	990	5	13.08
101	2307	5	8.44
700	121	3	7.71
2728	12	5	7.38
106	3088	3	10.39
12	2	207	58.78
1522	1557	4	51.86
103	6022	3	12.7
102	5418	3	7.84
101	1087	10	16.89
167	1105	4	21.88
104	2107	5	15.85
943	113	3	6.94
201	172	4	8.29
1557	101	5	8.44
955	1230	3	27.25
398	199	4	16.71
389	162	4	13.61
274	107	23	72.82
1216	166	4	22.72
111	5743	3	19.3
117	102	83	9.15
261	108	10	15.3
101	5501	3	7.93
126	718	6	24.28
876	722	3	24.31
211	1333	4	27.67
105	1394	4	8.04
2022	311	3	23.67
1248	409	3	22.32
1054	3275	4	55.31
592	130	6	23.9
12	2669	5	7.38
222	1065	3	17.56
12	2773	5	7.38
359	777	3	19.44
123	571	3	7.53
9	2144	4	16.71
383	256	11	80.01
197	102	35	15.91
169	133	6	6.84
366	231	5	24.39
5718	102	3	7.84
216	166	4	8.69
126	959	9	52.14
928	108	4	8.79
105	117	31	9.28
104	1031	11	41.74
3268	106	4	22.51
14	150	131	7.3
155	415	4	12.96
137	398	4	10.44
6297	111	3	19.3
1919	106	6	28.16
244	3453	3	27.36
202	378	3	10.45
212	300	4	15.47
142	282	4	8.14
130	1102	4	16.86
1081	128	3	10.32
2802	12	5	7.38
353	210	4	16.8
291	354	4	19.15
102	610	12	8.38
261	112	7	9.15
112	576	4	7.01
758	210	3	15.26
281	189	3	8.3
118	1801	3	12.24
787	144	4	16.6
114	363	7	16.89
104	3195	4	14.26
344	324	3	13.1
648	1448	9	117.94
12	185	77	104.85
1062	103	5	6.67
12	113	186	16.97
803	1575	3	27.79
4264	104	3	9.99
21	13	6	8.71
1324	955	3	27.92
5975	101	3	7.93
123	719	6	25.36
639	103	7	7.09
279	836	3	17.58
179	756	3	13.17
102	5917	3	7.84
102	5849	3	7.84
304	259	3	10.87
641	128	3	7.23
692	1984	3	28.9
956	290	4	27.3
214	430	3	11.97
631	275	3	15.47
297	171	4	11.76
136	162	71	503.12
104	135	34	15.72
105	986	5	9.63
604	103	13	29.27
1130	434	3	22.15
136	2658	4	28.26
1117	111	3	7.07
130	3003	3	17.2
151	101	49	7.63
318	143	4	9.19
1984	104	4	10.09
8	1298	4	15.9
103	717	10	19.7
151	298	4	9.41
111	1716	3	9.13
1764	173	3	19.08
3184	12	5	7.38
271	12	33	8.62
116	234	6	9.49
3697	107	4	23.64
323	110	7	10.97
2351	105	3	7.56
4370	2510	3	46.35
511	133	3	6.79
989	130	3	10.7
101	124	97	37.52
238	12	35	8.07
392	200	3	10.73
750	107	7	19.43
722	4664	3	38.83
114	795	3	6.66
157	111	14	12.45
1381	113	3	9.72
1068	111	4	11.12
105	2126	3	7.56
309	998	3	19.09
1778	103	6	16.93
392	113	5	8.93
1921	131	3	15.18
9	396	6	10.57
5227	102	3	7.84
518	281	3	14.99
823	126	3	8.79
2832	102	5	13.07
300	12	32	17.66
290	2218	4	36.35
443	277	3	13.96
373	317	3	13.48
4272	102	3	7.84
3070	12	5	7.38
113	578	4	8.01
957	12	12	8.84
2397	102	5	8.3
1054	105	5	10.5
1	16	7	13.19
2315	298	3	24.76
136	568	6	24.64
720	160	3	11.81
276	1167	3	19.41
1353	119	3	10.9
104	475	9	12.68
101	1557	5	8.44
102	2815	5	13.07
116	401	5	11.71
925	269	3	18.27
116	461	6	17.95
184	806	3	13.99
2005	125	3	13.94
384	122	4	7.78
104	119	37	11.88
241	152	4	8.04
130	480	8	32.4
154	309	4	9.81
181	337	3	8.58
704	107	5	9.67
722	1764	3	29.28
118	550	5	14.45
562	128	3	6.7
5028	102	3	7.84
1704	173	3	18.07
1265	124	3	10.67
210	270	3	8.9
3122	144	3	19
694	108	4	6.85
163	12	71	15.98
244	367	10	66.67
103	3622	3	8.46
106	4571	3	16.87
166	725	3	12.15
1197	16	4	16.53
697	103	7	8.42
956	136	6	31.05
9	314	8	14.24
2642	3568	3	43.44
499	13	3	9.8
102	3790	4	10.46
9	21	15	12.43
132	1741	3	13.49
1427	778	3	28.65
4357	101	3	7.93
12	3077	5	7.38
824	111	5	13.91
111	128	32	44.62
290	227	14	94.41
4602	442	3	36.58
160	485	6	27.73
726	283	3	16.9
264	1260	3	19.41
474	12	19	6.87
134	1154	3	11.42
351	130	9	32.91
105	520	8	13.11
242	492	6	36.45
866	160	3	12.6
456	152	3	8.03
699	289	4	24.83
409	116	4	7.7
108	138	23	23.29
347	452	3	15.34
1260	264	3	19.41
941	291	3	18.31
438	21	5	17.28
1720	163	3	16.88
107	2101	4	14.39
3382	1623	4	59.5
1266	113	4	13.76
240	138	11	40.83
169	117	7	7.14
8	1643	7	44.93
572	290	21	233.2
101	2018	6	10.75
229	107	8	6.69
131	455	6	21.88
119	1742	3	12.44
103	5076	3	12.7
124	1120	3	10.1
116	837	3	8.07
1184	102	8	9.92
228	194	3	7.09
1063	8	5	20.39
1458	12	8	6.83
591	1063	5	47.23
160	178	6	13.51
1892	1596	4	49.94
173	3029	3	21.87
211	172	4	9.17
1504	111	4	13.79
397	131	6	20.08
348	239	3	11.46
12	2896	5	7.38
423	3982	3	30.89
409	1248	3	22.32
12	2820	5	7.38
414	461	3	16.9
1139	160	4	22.25
760	143	3	10.55
2554	131	4	27.86
2955	1293	3	36.48
226	214	3	7.87
279	1836	3	21.95
841	12	13	10.02
169	740	3	12.51
171	102	37	7.5
101	3863	4	10.58
3055	126	4	26.13
3147	123	3	16.81
1125	2260	3	32.86
13	8	21	54.99
2055	272	6	59.39
122	252	5	7.48
1290	107	4	10.81
415	12	25	18.87
459	2404	3	27.53
208	420	29	364.74
178	160	6	13.51
1973	2699	3	38.38
110	117	21	11.21
108	3507	3	14.04
9	507	5	9.48
229	1955	5	44.14
337	103	13	13.28
699	3441	3	33.95
1376	104	4	6.77
395	3905	3	30.46
324	344	3	13.1
1948	3945	3	40.61
119	202	6	8
172	138	10	22.68
784	152	3	11.15
120	1071	4	16.15
9	13	23	48.71
499	21	7	31.05
9	208	30	168.91
130	5	3	11.9
331	201	4	14.92
4177	106	4	22.51
395	1414	4	34.41
101	4703	3	7.93
985	123	5	22.14
656	370	3	18.28
118	433	4	8.29
999	263	3	18.14
1302	209	3	18.41
113	214	8	11.48
278	2321	3	24.06
836	279	3	17.58
572	2218	3	28.84
948	102	11	16.12
132	576	3	7.08
110	1309	5	18.46
1116	1579	3	30.6
147	867	3	11.16
1645	1155	3	31.2
3087	106	3	10.39
104	179	19	13.44
1543	104	9	42.95
126	806	5	19.47
101	3550	4	10.58
180	436	3	10.26
126	627	3	7.1
