5818	173248
2487	1045476
3522	1049791
5131	1368746
1583	562438
4746	781801
5593	606655
6644	1311055
698	1181366
7229	45529
2239	1732199
8025	621750
6481	277121
7038	1553747
4240	1626372
7474	97976
549	1218537
6171	707413
4172	372579
5793	329807
566	911265
2851	1055187
152	949607
1964	287840
437	8647
3670	1136541
3431	790043
3	1337325
3536	167343
8604	273030
6853	1753622
1557	1685862
4827	1204670
2429	953507
2919	117429
973	1519170
554	410705
7056	222591
1709	315919
94	1365487
1228	1198365
4164	299886
8749	1375889
5346	419607
203	1756609
8902	1160371
3052	934729
5990	1486073
3605	1380242
6041	405871
2470	431858
643	1444670
7894	286619
3403	734548
6356	101047
244	1614273
8810	1592794
6343	500447
3291	1305991
3815	701651
44	1118765
5759	144386
6070	691313
466	132865
4885	644840
1324	1498708
1716	1562656
2691	170851
787	1185272
1730	1486730
532	1706756
8687	721868
174	182606
863	251961
2101	1442916
6113	811453
4951	316871
157	817465
6111	1521836
487	1546581
2696	739860
966	880164
6367	1634842
2651	542282
2864	78408
3550	665075
4274	242880
6205	936534
234	935973
2944	1039332
5242	518381
4742	1213348
4176	933110
7723	1638259
8541	1711804
3349	1639804
6501	717429
105	484030
6049	544333
4996	1392393
7380	504798
380	953383
8977	675406
3044	969458
7319	1723016
5084	1093991
418	1473017
2242	187095
6457	142380
8036	1565191
5463	926058
2818	874076
6006	326559
3092	375703
5530	1240181
8105	1254952
5218	1666657
2137	95180
6383	217701
4860	962256
4790	704771
2416	204995
8755	52952
8885	1714918
3849	925878
6141	956881
8078	72652
4958	1213751
4671	161195
2262	796934
8285	95580
564	1314844
8876	14736
545	1323377
3247	791607
7550	611554
6127	1497412
696	121150
3	1601321
4782	300927
8803	1229045
5380	1146953
5261	1678937
4568	1669247
3483	1385658
8625	1078775
2433	1222915
7264	195330
1517	96983
7431	904464
1809	1756809
5769	860165
970	564796
6825	817646
779	1505058
6836	743374
2155	694983
2186	635024
6479	219233
3890	906288
2037	1342599
3124	1159685
1510	956926
7707	174768
8384	854516
5823	1584683
6416	239580
2292	1738681
3379	919924
5892	150192
7434	948420
6795	1432019
7000	763123
2582	1669200
1219	1052137
8908	1548745
527	1199316
5634	1522125
3885	1157476
7846	920701
8588	1128625
7227	1750373
865	599918
8626	1345296
379	1581352
452	299372
91	632408
2509	1628153
8550	1631856
461	1578356
7561	84390
1516	390630
8484	616348
1530	828091
61	850603
7778	608533
8835	1165484
3266	659652
2516	1444252
1455	1377325
4455	393014
5349	1480427
4103	632931
70	1655607
4909	406909
745	1412161
1264	640784
44	642721
6697	31048
8188	279556
6072	1435505
8955	612300
8806	1347091
7741	1448728
1144	248546
2215	1156693
5087	846659
549	1616716
4744	265122
5410	1052242
6953	259632
93	817195
5600	235020
1163	1398264
3660	1471443
3841	1432699
7061	1001680
2216	409411
338	1651774
383	356064
7416	1460856
5332	1505474
6263	1222549
1974	138841
7487	246260
873	965308
2751	660892
294	1506829
4675	1119765
2860	373282
1968	967110
492	564424
1743	606404
6866	1188975
5864	1752196
3359	188927
5838	1550410
3239	97145
1285	347207
4825	767554
5704	543777
587	1608850
2693	273049
6661	1755376
1825	1183999
361	1461240
4265	1209605
1927	398313
1319	1461530
5885	998149
139	740282
5212	183562
7052	484058
8478	618706
4366	938395
4273	1045415
8515	1645533
4759	890071
2369	1374971
1142	1709106
7532	1351166
425	866402
5667	1169354
110	33644
7453	583973
1055	735547
7420	1473044
3936	706477
8131	396333
3511	950284
7767	615098
7826	802572
1227	1332465
3685	710761
5606	372591
8462	43259
2108	848129
5825	1086892
317	1147178
882	761676
5516	1603474
8060	1443757
5407	665330
7045	437873
4403	1497052
7852	124112
5848	666829
6564	1644876
7219	957551
6692	788692
74	583354
2934	664375
337	1136959
5226	630001
270	323693
3783	639723
1476	483215
5921	1358254
939	1313769
5758	1479172
5100	764909
206	1487297
6674	1240288
4029	1151156
4681	118273
2348	1101883
6841	576896
1437	1684475
5968	1407881
8149	574080
3049	891395
219	1316917
7565	1157790
8531	898296
570	111414
6366	790436
6752	139730
5256	866849
4712	449714
6196	313015
2774	416913
3411	46143
1701	505117
2757	660481
7018	85464
5855	922116
4992	370888
3564	569109
2994	538042
5770	448626
8553	1719064
2190	419949
8014	29529
2048	1057029
7167	32600
6116	1242280
7188	937654
8587	1256575
5517	948084
