101	353	4
109	1596	22
116	9892	7
22767	5456	20
515	8596	25
220	2187	0
14	3662	15
12	5868	14
778	4166	10
26030	183	8
7058	4600	13
6860	1861	26
117	4043	1
120	4148	18
283	7088	3
101	800	18
274	7007	19
20104	2247	10
25151	4949	27
397	3077	1
209	182	2
1463	1882	19
181	8513	18
12	5293	24
401	7472	5
137	6644	0
132	8962	32
12	778	14
22111	1731	15
104	5318	13
105	9650	6
13410	1037	0
7495	6268	25
145	685	3
1755	7592	2
121	5308	10
105	9454	33
113	1899	1
122	2996	15
12	3718	3
8	9628	14
119	2344	19
8315	5543	0
30251	129	23
4266	5611	6
2631	4225	9
506	8078	16
109	720	8
116	6286	7
111	6770	9
23606	8253	5
231	2207	18
18691	181	8
110	9978	27
14	1037	20
106	3385	8
101	6987	11
29236	9526	8
10558	5168	36
3224	2819	2
939	5309	0
195	7464	8
651	6976	6
2	7100	29
19662	343	22
605	1667	8
138	3313	4
6318	9860	17
6922	1150	41
16	8146	1
159	7348	11
7132	6014	7
14	5211	45
13087	1443	2
2	563	12
9001	5427	3
12706	7827	19
275	7412	3
17413	2246	6
159	3163	9
1108	3471	3
104	251	40
12	4962	14
12	1312	4
104	7457	28
114	3166	33
110	2233	15
642	3741	8
10730	1854	18
12	9056	9
3333	9342	14
196	8033	2
24977	5416	15
262	4858	16
2573	8086	8
111	8508	5
336	179	11
887	9527	10
11742	7230	25
4275	167	32
17734	3829	7
104	5903	9
201	3684	15
11039	431	5
1808	988	27
108	592	5
392	1906	4
111	9558	13
23232	2778	15
121	1208	16
14	4991	35
122	6641	3
10655	8042	7
104	9063	6
102	4239	17
142	7461	11
117	554	2
18743	5094	5
222	6242	25
796	1271	1
421	936	20
16599	4301	15
9716	9171	4
128	5446	0
192	5041	31
2162	1289	1
2561	3340	1
16	2426	7
101	6149	13
2785	9295	2
336	8286	14
3714	7573	40
13938	9032	4
106	3986	18
13	196	6
110	2708	3
254	2698	8
2	3925	13
12427	5784	2
2	4662	2
8552	6168	20
142	2564	11
1287	8546	8
4121	8717	10
103	6887	2
1783	67	31
139	6727	3
18412	9171	0
131	4592	22
107	9021	14
1124	3096	11
2153	944	27
122	1969	4
104	6786	16
103	5192	7
16456	8989	3
308	9190	9
624	6637	4
1840	1837	3
25043	9745	12
120	1562	2
2155	861	24
901	9212	8
548	3744	9
204	9298	6
16026	5847	0
14	5263	24
107	7569	24
113	5196	19
2	1424	0
8716	8301	0
6258	6332	7
101	9896	15
177	7992	18
101	8550	13
21	131	23
112	748	9
18189	8922	0
3140	5882	5
8793	3567	7
15043	3494	8
112	9058	6
203	4090	0
21	7173	4
129	588	8
107	976	11
115	2050	12
1168	4946	31
112	6656	18
7232	943	30
138	2294	2
283	950	20
3525	259	20
550	9765	0
107	8223	18
5706	5430	34
12	6889	5
104	4964	21
110	8380	11
102	6985	13
179	4353	14
107	2646	21
12	3149	2
5336	4343	6
21	3787	11
109	5721	3
5950	3960	20
116	5802	1
101	7182	10
14	3835	53
175	4536	2
501	7216	5
10724	169	10
12	5444	5
107	6555	11
541	3090	20
