122	7409	9
107	4317	5
19104	1864	4
208	5096	12
908	5770	5
17891	521	9
111	23	8
114	109	15
35361	9319	5
734	6690	18
193	6597	2
5158	1002	2
5960	1454	13
5806	1299	31
3853	8456	2
211	5345	17
342	8652	9
14	6452	36
14126	9836	0
2125	4064	6
2777	7250	18
127	9610	16
18532	3601	0
12	7785	1
26233	9769	9
31492	8181	10
114	8549	22
2664	3387	12
165	5283	0
4737	6601	24
102	1157	5
122	3102	11
12	1447	6
12	9676	21
292	8521	7
1159	2633	17
1510	5024	11
369	9663	18
105	4268	5
5843	3679	2
593	1766	14
26552	9945	7
108	4501	7
102	4735	32
128	1229	7
14	6987	11
163	4451	26
2014	8117	15
12524	4379	11
104	1902	1
29865	4844	9
102	2446	10
859	5504	9
3946	5013	0
10799	7808	1
1410	5137	4
449	8352	17
31411	4972	20
13223	1526	24
1735	1020	2
309	6285	10
9698	8189	12
7491	3610	8
1037	9126	9
3209	8371	2
1476	1417	1
18940	6209	1
12	2667	9
260	9107	1
3164	3814	8
7949	8024	1
112	9348	32
1436	313	15
21	7172	19
13183	1978	14
610	7227	3
102	1868	1
14	9326	27
9306	8686	12
197	836	8
2500	4583	10
16	6211	8
1156	1691	3
8385	8049	15
183	2627	5
12	6313	7
35018	8880	8
36364	6188	27
1484	3441	6
12	2689	5
1740	4827	15
7619	7901	24
32644	5367	1
1458	7720	4
155	7050	39
1715	1185	19
2723	8400	5
103	8778	22
5702	9677	3
18453	6964	5
118	3597	9
252	8257	4
10264	3901	4
155	5689	7
5676	189	24
316	8349	5
4665	686	2
101	6241	11
101	8111	9
1603	9035	7
196	2402	1
133	6993	29
6000	7533	23
19921	6489	0
20392	5908	10
101	9932	9
132	409	2
13416	3986	6
3121	2809	24
1164	4973	5
12628	7143	6
358	9466	12
14	1383	22
14	681	20
1157	8595	12
1051	3124	0
23832	4877	1
184	5223	4
7631	2821	22
140	3653	11
101	9027	29
105	5090	3
158	1012	15
1831	6640	19
33145	7897	4
2347	5346	2
2897	2807	20
142	4749	2
239	7804	14
102	1135	9
13889	8669	7
239	6042	11
657	7452	3
2561	5231	7
108	7859	4
105	9961	6
12	6477	15
24993	2096	36
13820	245	14
3393	8946	2
123	1435	7
990	7624	3
134	1246	26
14	5676	30
319	5899	8
436	5664	1
4100	2995	18
112	9879	21
3988	1863	1
369	3288	8
110	829	8
12	68	8
3084	6952	11
134	7164	3
2266	3865	19
9249	9578	16
110	7864	10
103	6054	10
385	824	10
4311	3929	1
37599	6687	0
11634	5828	13
469	2730	16
12	4398	13
12870	4374	10
14	8419	10
406	2486	29
7334	2589	13
8693	3350	20
1038	7231	43
1134	8044	16
27855	1090	13
26965	7983	9
1021	8322	7
118	8973	14
3626	7584	11
3982	1216	10
36785	1512	15
104	7916	5
3774	7221	8
6951	7184	18
14	3297	8
223	6007	1
19781	6311	0
